Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"MAPK9","Mitogen-Activated Protein Kinase 9","Protein Coding","P45984","62","GC05M183695","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK9"
"PIM1","Pim-1 Proto-Oncogene, Serine/Threonine Kinase","Protein Coding","P11309","62","GC06P190843","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIM1"
"PLAT","Plasminogen Activator, Tissue Type","Protein Coding","P00750","62","GC08M042174","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAT"
"RB1","RB Transcriptional Corepressor 1","Protein Coding","P06400","62","GC13P048303","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RB1"
"SIRT1","Sirtuin 1","Protein Coding","Q96EB6","62","GC10P067884","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT1"
"SPARC","Secreted Protein Acidic And Cysteine Rich","Protein Coding","P09486","62","GC05M151661","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPARC"
"TNFAIP3","TNF Alpha Induced Protein 3","Protein Coding","P21580","62","GC06P137866","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP3"
"TNFRSF10B","TNF Receptor Superfamily Member 10b","Protein Coding","O14763","62","GC08M023006","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF10B"
"TNFRSF1A","TNF Receptor Superfamily Member 1A","Protein Coding","P19438","62","GC12M006328","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF1A"
"BIRC2","Baculoviral IAP Repeat Containing 2","Protein Coding","Q13490","61","GC11P102347","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC2"
"CASP2","Caspase 2","Protein Coding","P42575","61","GC07P168207","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP2"
"CASP6","Caspase 6","Protein Coding","P55212","61","GC04M109688","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP6"
"FURIN","Furin, Paired Basic Amino Acid Cleaving Enzyme","Protein Coding","P09958","61","GC15P090868","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FURIN"
"GSN","Gelsolin","Protein Coding","P06396","61","GC09P121201","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSN"
"ITGA5","Integrin Subunit Alpha 5","Protein Coding","P08648","61","GC12M060600","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA5"
"ITGAV","Integrin Subunit Alpha V","Protein Coding","P06756","61","GC02P186589","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAV"
"NFATC1","Nuclear Factor Of Activated T Cells 1","Protein Coding","O95644","61","GC18P079395","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFATC1"
"NQO1","NAD(P)H Quinone Dehydrogenase 1","Protein Coding","P15559","61","GC16M069706","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NQO1"
"SPTAN1","Spectrin Alpha, Non-Erythrocytic 1","Protein Coding","Q13813","61","GC09P128552","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTAN1"
"TNFRSF1B","TNF Receptor Superfamily Member 1B","Protein Coding","P20333","61","GC01P083410","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF1B"
"APAF1","Apoptotic Peptidase Activating Factor 1","Protein Coding","O14727","60","GC12P098645","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APAF1"
"CASP4","Caspase 4","Protein Coding","P49662","60","GC11M104942","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP4"
"CDC25B","Cell Division Cycle 25B","Protein Coding","P30305","60","GC20P011668","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC25B"
"COL3A1","Collagen Type III Alpha 1 Chain","Protein Coding","P02461","60","GC02P188974","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL3A1"
"EPHA1","EPH Receptor A1","Protein Coding","P21709","60","GC07M143390","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA1"
"EPHA3","EPH Receptor A3","Protein Coding","P29320","60","GC03P089077","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA3"
"EPHB1","EPH Receptor B1","Protein Coding","P54762","60","GC03P134795","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB1"
"FASLG","Fas Ligand","Protein Coding","P48023","60","GC01P172659","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASLG"
"FGF1","Fibroblast Growth Factor 1","Protein Coding","P05230","60","GC05M142555","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF1"
"IL1B","Interleukin 1 Beta","Protein Coding","P01584","60","GC02M112829","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1B"
"IL4R","Interleukin 4 Receptor","Protein Coding","P24394","60","GC16P128672","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL4R"
"ITGA3","Integrin Subunit Alpha 3","Protein Coding","P26006","60","GC17P050055","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA3"
"ITGAL","Integrin Subunit Alpha L","Protein Coding","P20701","60","GC16P030472","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAL"
"ITGB6","Integrin Subunit Beta 6","Protein Coding","P18564","60","GC02M160099","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB6"
"KMT2A","Lysine Methyltransferase 2A","Protein Coding","Q03164","60","GC11P118436","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT2A"
"NR4A1","Nuclear Receptor Subfamily 4 Group A Member 1","Protein Coding","P22736","60","GC12P052022","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR4A1"
"RAB27A","RAB27A, Member RAS Oncogene Family","Protein Coding","P51159","60","GC15M055202","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB27A"
"RUNX2","RUNX Family Transcription Factor 2","Protein Coding","Q13950","60","GC06P190902","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX2"
"TFAP2A","Transcription Factor AP-2 Alpha","Protein Coding","P05549","60","GC06M010393","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAP2A"
"TYMP","Thymidine Phosphorylase","Protein Coding","P19971","60","GC22M050525","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYMP"
"YY1","YY1 Transcription Factor","Protein Coding","P25490","60","GC14P100238","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YY1"
"AGER","Advanced Glycosylation End-Product Specific Receptor","Protein Coding","Q15109","59","GC06M032180","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGER"
"APOB","Apolipoprotein B","Protein Coding","P04114","59","GC02M020956","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOB"
"BIRC3","Baculoviral IAP Repeat Containing 3","Protein Coding","Q13489","59","GC11P102317","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC3"
"BIRC5","Baculoviral IAP Repeat Containing 5","Protein Coding","O15392","59","GC17P078214","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC5"
"CCR5","C-C Motif Chemokine Receptor 5","Protein Coding","P51681","59","GC03P066709","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR5"
"COX4I1","Cytochrome C Oxidase Subunit 4I1","Protein Coding","P13073","59","GC16P085798","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX4I1"
"CSF3R","Colony Stimulating Factor 3 Receptor","Protein Coding","Q99062","59","GC01M036466","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF3R"
"DIABLO","Diablo IAP-Binding Mitochondrial Protein","Protein Coding","Q9NR28","59","GC12M124897","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIABLO"
"EFNB2","Ephrin B2","Protein Coding","P52799","59","GC13M106489","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFNB2"
"EPHA7","EPH Receptor A7","Protein Coding","Q15375","59","GC06M093240","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA7"
"EPHB3","EPH Receptor B3","Protein Coding","P54753","59","GC03P184561","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB3"
"FADD","Fas Associated Via Death Domain","Protein Coding","Q13158","59","GC11P070203","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FADD"
"FBLN5","Fibulin 5","Protein Coding","Q9UBX5","59","GC14M091869","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBLN5"
"FZD1","Frizzled Class Receptor 1","Protein Coding","Q9UP38","59","GC07P091264","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD1"
"FZD2","Frizzled Class Receptor 2","Protein Coding","Q14332","59","GC17P044557","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD2"
"GZMB","Granzyme B","Protein Coding","P10144","59","GC14M024630","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZMB"
"HMGA1","High Mobility Group AT-Hook 1","Protein Coding","P17096","59","GC06P190803","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGA1"
"IGFBP3","Insulin Like Growth Factor Binding Protein 3","Protein Coding","P17936","59","GC07M045912","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP3"
"IGFBP7","Insulin Like Growth Factor Binding Protein 7","Protein Coding","Q16270","59","GC04M057030","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP7"
"IL5RA","Interleukin 5 Receptor Subunit Alpha","Protein Coding","Q01344","59","GC03M003066","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL5RA"
"IL7R","Interleukin 7 Receptor","Protein Coding","P16871","59","GC05P035852","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL7R"
"IRF1","Interferon Regulatory Factor 1","Protein Coding","P10914","59","GC05M132440","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF1"
"IRF7","Interferon Regulatory Factor 7","Protein Coding","Q92985","59","GC11M000612","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF7"
"ITGA2","Integrin Subunit Alpha 2","Protein Coding","P17301","59","GC05P052989","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA2"
"ITGA7","Integrin Subunit Alpha 7","Protein Coding","Q13683","59","GC12M055684","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA7"
"ITGAX","Integrin Subunit Alpha X","Protein Coding","P20702","59","GC16P128986","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAX"
"LMNB1","Lamin B1","Protein Coding","P20700","59","GC05P126776","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNB1"
"MAPK10","Mitogen-Activated Protein Kinase 10","Protein Coding","P53779","59","GC04M085990","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK10"
"MAX","MYC Associated Factor X","Protein Coding","P61244","59","GC14M065451","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAX"
"MYCN","MYCN Proto-Oncogene, BHLH Transcription Factor","Protein Coding","P04198","59","GC02P016028","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYCN"
"RAB11A","RAB11A, Member RAS Oncogene Family","Protein Coding","P62491","59","GC15P202131","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB11A"
"RAB5A","RAB5A, Member RAS Oncogene Family","Protein Coding","P20339","59","GC03P028989","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB5A"
"RIPK2","Receptor Interacting Serine/Threonine Kinase 2","Protein Coding","O43353","59","GC08P090083","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIPK2"
"RORB","RAR Related Orphan Receptor B","Protein Coding","Q92753","59","GC09P074497","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RORB"
"SEMA4D","Semaphorin 4D","Protein Coding","Q92854","59","GC09M089360","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA4D"
"STK4","Serine/Threonine Kinase 4","Protein Coding","Q13043","59","GC20P044966","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK4"
"THBS1","Thrombospondin 1","Protein Coding","P07996","59","GC15P039581","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBS1"
"TMPO","Thymopoietin","Protein Coding","P42166","59","GC12P098515","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPO"
"TNFRSF11B","TNF Receptor Superfamily Member 11b","Protein Coding","O00300","59","GC08M118923","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF11B"
"TNFSF10","TNF Superfamily Member 10","Protein Coding","P50591","59","GC03M172505","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF10"
"TRAF2","TNF Receptor Associated Factor 2","Protein Coding","Q12933","59","GC09P136881","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF2"
"TXN","Thioredoxin","Protein Coding","P10599","59","GC09M110243","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXN"
"WNT10B","Wnt Family Member 10B","Protein Coding","O00744","59","GC12M048965","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT10B"
"WWOX","WW Domain Containing Oxidoreductase","Protein Coding","Q9NZC7","59","GC16P078099","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WWOX"
"ADAM12","ADAM Metallopeptidase Domain 12","Protein Coding","O43184","58","GC10M126012","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM12"
"CCR2","C-C Motif Chemokine Receptor 2","Protein Coding","P41597","58","GC03P066708","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR2"
"CEBPB","CCAAT Enhancer Binding Protein Beta","Protein Coding","P17676","58","GC20P050190","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPB"
"IKBKE","Inhibitor Of Nuclear Factor Kappa B Kinase Subunit Epsilon","Protein Coding","Q14164","58","GC01P206470","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKE"
"IL1A","Interleukin 1 Alpha","Protein Coding","P01583","58","GC02M112773","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1A"
"IRF5","Interferon Regulatory Factor 5","Protein Coding","Q13568","58","GC07P128937","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF5"
"MALT1","MALT1 Paracaspase","Protein Coding","Q9UDY8","58","GC18P058671","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MALT1"
"PANX1","Pannexin 1","Protein Coding","Q96RD7","58","GC11P094128","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANX1"
"PTH","Parathyroid Hormone","Protein Coding","P01270","58","GC11M013492","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTH"
"SEMA3A","Semaphorin 3A","Protein Coding","Q14563","58","GC07M083955","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA3A"
"SFN","Stratifin","Protein Coding","P31947","58","GC01P084435","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFN"
"SMAD9","SMAD Family Member 9","Protein Coding","O15198","58","GC13M036844","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD9"
"TRAF3","TNF Receptor Associated Factor 3","Protein Coding","Q13114","58","GC14P121536","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF3"
"BAK1","BCL2 Antagonist/Killer 1","Protein Coding","Q16611","57","GC06M033572","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAK1"
"BCL10","BCL10 Immune Signaling Adaptor","Protein Coding","O95999","57","GC01M085265","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL10"
"BID","BH3 Interacting Domain Death Agonist","Protein Coding","P55957","57","GC22M017734","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BID"
"BMI1","BMI1 Proto-Oncogene, Polycomb Ring Finger","Protein Coding","P35226","57","GC10P022422","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMI1"
"BMP6","Bone Morphogenetic Protein 6","Protein Coding","P22004","57","GC06P007726","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP6"
"CASP5","Caspase 5","Protein Coding","P51878","57","GC11M143627","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP5"
"CCR1","C-C Motif Chemokine Receptor 1","Protein Coding","P32246","57","GC03M046218","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR1"
"CLOCK","Clock Circadian Regulator","Protein Coding","O15516","57","GC04M055427","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLOCK"
"CSF1","Colony Stimulating Factor 1","Protein Coding","P09603","57","GC01P112329","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF1"
"DAXX","Death Domain Associated Protein","Protein Coding","Q9UER7","57","GC06M033318","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAXX"
"DYRK1B","Dual Specificity Tyrosine Phosphorylation Regulated Kinase 1B","Protein Coding","Q9Y463","57","GC19M039825","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYRK1B"
"E2F1","E2F Transcription Factor 1","Protein Coding","Q01094","57","GC20M033675","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F1"
"HIPK2","Homeodomain Interacting Protein Kinase 2","Protein Coding","Q9H2X6","57","GC07M139561","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIPK2"
"IL12RB1","Interleukin 12 Receptor Subunit Beta 1","Protein Coding","P42701","57","GC19M018058","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12RB1"
"IL12RB2","Interleukin 12 Receptor Subunit Beta 2","Protein Coding","Q99665","57","GC01P067307","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12RB2"
"IL21","Interleukin 21","Protein Coding","Q9HBE4","57","GC04M122612","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL21"
"IL3RA","Interleukin 3 Receptor Subunit Alpha","Protein Coding","P26951","57","GC0XP001336","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL3RA"
"ITGA1","Integrin Subunit Alpha 1","Protein Coding","P56199","57","GC05P052788","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA1"
"ITGB7","Integrin Subunit Beta 7","Protein Coding","P26010","57","GC12M053191","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB7"
"LAMP1","Lysosomal Associated Membrane Protein 1","Protein Coding","P11279","57","GC13P113297","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMP1"
"NDRG1","N-Myc Downstream Regulated 1","Protein Coding","Q92597","57","GC08M133237","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDRG1"
"SERPINB2","Serpin Family B Member 2","Protein Coding","P05120","57","GC18P063871","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB2"
"SERPINF1","Serpin Family F Member 1","Protein Coding","P36955","57","GC17P163867","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINF1"
"SMAD1","SMAD Family Member 1","Protein Coding","Q15797","57","GC04P145481","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD1"
"STK24","Serine/Threonine Kinase 24","Protein Coding","Q9Y6E0","57","GC13M098445","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK24"
"STK3","Serine/Threonine Kinase 3","Protein Coding","Q13188","57","GC08M098343","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK3"
"TFE3","Transcription Factor Binding To IGHM Enhancer 3","Protein Coding","P19532","57","GC0XM049028","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFE3"
"TNFRSF10A","TNF Receptor Superfamily Member 10a","Protein Coding","O00220","57","GC08M023190","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF10A"
"TRAP1","TNF Receptor Associated Protein 1","Protein Coding","Q12931","57","GC16M052311","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAP1"
"TSG101","Tumor Susceptibility 101","Protein Coding","Q99816","57","GC11M018468","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSG101"
"TUFM","Tu Translation Elongation Factor, Mitochondrial","Protein Coding","P49411","57","GC16M053150","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUFM"
"VTN","Vitronectin","Protein Coding","P04004","57","GC17M100467","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTN"
"BCL2L2","BCL2 Like 2","Protein Coding","Q92843","56","GC14P062091","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L2"
"CALCA","Calcitonin Related Polypeptide Alpha","Protein Coding","P06881","56","GC11M014966","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALCA"
"CASP14","Caspase 14","Protein Coding","P31944","56","GC19P015049","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP14"
"CRY1","Cryptochrome Circadian Regulator 1","Protein Coding","Q16526","56","GC12M106991","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRY1"
"CXCL1","C-X-C Motif Chemokine Ligand 1","Protein Coding","P09341","56","GC04P073869","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL1"
"CXCL8","C-X-C Motif Chemokine Ligand 8","Protein Coding","P10145","56","GC04P073740","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL8"
"DFFA","DNA Fragmentation Factor Subunit Alpha","Protein Coding","O00273","56","GC01M010456","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DFFA"
"DKK1","Dickkopf Wnt Signaling Pathway Inhibitor 1","Protein Coding","O94907","56","GC10P052314","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DKK1"
"FZD9","Frizzled Class Receptor 9","Protein Coding","O00144","56","GC07P073433","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD9"
"GDF15","Growth Differentiation Factor 15","Protein Coding","Q99988","56","GC19P161671","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF15"
"IGFBP5","Insulin Like Growth Factor Binding Protein 5","Protein Coding","P24593","56","GC02M216672","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP5"
"IL10RB","Interleukin 10 Receptor Subunit Beta","Protein Coding","Q08334","56","GC21P033266","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL10RB"
"IL11RA","Interleukin 11 Receptor Subunit Alpha","Protein Coding","Q14626","56","GC09P078006","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL11RA"
"IL23R","Interleukin 23 Receptor","Protein Coding","Q5VWK5","56","GC01P067138","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL23R"
"ITGA8","Integrin Subunit Alpha 8","Protein Coding","P53708","56","GC10M015513","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA8"
"ITGA9","Integrin Subunit Alpha 9","Protein Coding","Q13797","56","GC03P037468","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA9"
"ITGB5","Integrin Subunit Beta 5","Protein Coding","P18084","56","GC03M124761","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB5"
"LGALS1","Galectin 1","Protein Coding","P09382","56","GC22P037675","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS1"
"MLKL","Mixed Lineage Kinase Domain Like Pseudokinase","Protein Coding","Q8NB16","56","GC16M076342","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLKL"
"NLRP1","NLR Family Pyrin Domain Containing 1","Protein Coding","Q9C000","56","GC17M005499","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP1"
"OPA1","OPA1 Mitochondrial Dynamin Like GTPase","Protein Coding","O60313","56","GC03P193594","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPA1"
"PDCD6IP","Programmed Cell Death 6 Interacting Protein","Protein Coding","Q8WUM4","56","GC03P033798","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD6IP"
"RAB23","RAB23, Member RAS Oncogene Family","Protein Coding","Q9ULC3","56","GC06M112003","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB23"
"RIPK3","Receptor Interacting Serine/Threonine Kinase 3","Protein Coding","Q9Y572","56","GC14M024336","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIPK3"
"RNASEL","Ribonuclease L","Protein Coding","Q05823","56","GC01M182573","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEL"
"SERPINB5","Serpin Family B Member 5","Protein Coding","P36952","56","GC18P063476","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB5"
"SP7","Sp7 Transcription Factor","Protein Coding","Q8TDD2","56","GC12M053326","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP7"
"TFAP2B","Transcription Factor AP-2 Beta","Protein Coding","Q92481","56","GC06P190946","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAP2B"
"TNFRSF21","TNF Receptor Superfamily Member 21","Protein Coding","O75509","56","GC06M047231","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF21"
"TNFSF15","TNF Superfamily Member 15","Protein Coding","O95150","56","GC09M114784","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF15"
"ARHGAP4","Rho GTPase Activating Protein 4","Protein Coding","P98171","55","GC0XM153907","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP4"
"BIRC6","Baculoviral IAP Repeat Containing 6","Protein Coding","Q9NR09","55","GC02P032357","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC6"
